PGV,N,DesignInitialPsi,InitialPsi,FinalPsi,DeltaPsi,Material,FacadeType,SoilProfile,EarthquakeType
16,4,0.0,0.0,0.78,0.78,0.7,B,A,ZN
32,4,0.0,0.0,1.3070000000000002,1.3070000000000002,0.7,B,A,ZN
2,8,0.0,0.0,0.36000000000000004,0.36000000000000004,0.7,B,A,ZN
4,8,0.0,0.0,0.38999999999999996,0.38999999999999996,0.7,B,A,ZN
16,8,0.0,0.0,0.78,0.78,0.7,B,A,ZN
8,1,0.5,0.4699999999999998,1.09,0.6200000000000003,0.7,B,A,ZN
128,1,0.5,0.4699999999999998,3.0980000000000003,2.6280000000000006,0.7,B,A,ZN
16,1,0.5,0.4699999999999998,1.2049999999999998,0.7350000000000001,0.7,B,A,ZN
32,1,0.5,0.4699999999999998,1.2611111111111108,0.7911111111111111,0.7,B,A,ZN
64,1,0.5,0.4699999999999998,1.6533333333333335,1.1833333333333338,0.7,B,A,ZN
96,1,0.5,0.4699999999999998,2.6650000000000005,2.1950000000000007,0.7,B,A,ZN
2,2,0.5,0.4699999999999998,0.5199999999999998,0.04999999999999999,0.7,B,A,ZN
4,2,0.5,0.4699999999999998,0.5700000000000001,0.10000000000000026,0.7,B,A,ZN
8,2,0.5,0.4699999999999998,1.09,0.6200000000000003,0.7,B,A,ZN
16,2,0.5,0.4699999999999998,1.19,0.7200000000000002,0.7,B,A,ZN
32,2,0.5,0.4699999999999998,1.3000000000000003,0.8300000000000005,0.7,B,A,ZN
64,2,0.5,0.4699999999999998,1.7417647058823527,1.271764705882353,0.7,B,A,ZN
2,4,0.5,0.4699999999999998,0.5199999999999998,0.04999999999999999,0.7,B,A,ZN
4,4,0.5,0.4699999999999998,0.59,0.12000000000000016,0.7,B,A,ZN
8,4,0.5,0.4699999999999998,1.09,0.6200000000000003,0.7,B,A,ZN
16,4,0.5,0.4699999999999998,1.19,0.7200000000000002,0.7,B,A,ZN
32,4,0.5,0.4699999999999998,1.3472222222222223,0.8772222222222226,0.7,B,A,ZN
2,8,0.5,0.4699999999999998,0.5199999999999998,0.04999999999999999,0.7,B,A,ZN
4,8,0.5,0.4699999999999998,0.61,0.14000000000000018,0.7,B,A,ZN
16,8,0.5,0.4699999999999998,1.19,0.7200000000000002,0.7,B,A,ZN
8,1,1.0,1.09,1.1,0.010000000000000009,0.7,B,A,ZN
128,1,1.0,1.09,3.217999999999999,2.1279999999999992,0.7,B,A,ZN
16,1,1.0,1.09,1.1750000000000005,0.08500000000000041,0.7,B,A,ZN
32,1,1.0,1.09,1.243,0.15300000000000002,0.7,B,A,ZN
64,1,1.0,1.09,1.6445,0.5545,0.7,B,A,ZN
96,1,1.0,1.09,2.530499999999999,1.440499999999999,0.7,B,A,ZN
2,2,1.0,1.09,1.09,0.0,0.7,B,A,ZN
4,2,1.0,1.09,1.1,0.010000000000000009,0.7,B,A,ZN
8,2,1.0,1.09,1.1099999999999999,0.019999999999999796,0.7,B,A,ZN
16,2,1.0,1.09,1.2175000000000002,0.12750000000000017,0.7,B,A,ZN
32,2,1.0,1.09,1.2779999999999998,0.18799999999999972,0.7,B,A,ZN
64,2,1.0,1.09,1.6774999999999998,0.5874999999999997,0.7,B,A,ZN
2,4,1.0,1.09,1.09,0.0,0.7,B,A,ZN
4,4,1.0,1.09,1.1,0.010000000000000009,0.7,B,A,ZN
8,4,1.0,1.09,1.1099999999999999,0.019999999999999796,0.7,B,A,ZN
16,4,1.0,1.09,1.2100000000000002,0.1200000000000001,0.7,B,A,ZN
32,4,1.0,1.09,1.3255000000000003,0.23550000000000026,0.7,B,A,ZN
2,8,1.0,1.09,1.09,0.0,0.7,B,A,ZN
4,8,1.0,1.09,1.1,0.010000000000000009,0.7,B,A,ZN
16,8,1.0,1.09,1.2100000000000002,0.1200000000000001,0.7,B,A,ZN
8,1,1.5,1.4499999999999995,1.4600000000000004,0.010000000000000897,0.7,B,A,ZN
128,1,1.5,1.4499999999999995,3.3284999999999996,1.8785,0.7,B,A,ZN
16,1,1.5,1.4499999999999995,1.59,0.14000000000000057,0.7,B,A,ZN
32,1,1.5,1.4499999999999995,1.68,0.23000000000000043,0.7,B,A,ZN
64,1,1.5,1.4499999999999995,1.7104999999999997,0.2605000000000002,0.7,B,A,ZN
96,1,1.5,1.4499999999999995,2.8045,1.3545000000000005,0.7,B,A,ZN
2,2,1.5,1.4499999999999995,1.4499999999999995,0.0,0.7,B,A,ZN
4,2,1.5,1.4499999999999995,1.4499999999999995,0.0,0.7,B,A,ZN
8,2,1.5,1.4499999999999995,1.4600000000000004,0.010000000000000897,0.7,B,A,ZN
16,2,1.5,1.4499999999999995,1.57,0.12000000000000055,0.7,B,A,ZN
32,2,1.5,1.4499999999999995,1.6793749999999998,0.22937500000000033,0.7,B,A,ZN
64,2,1.5,1.4499999999999995,1.6086666666666667,0.15866666666666718,0.7,B,A,ZN
2,4,1.5,1.4499999999999995,1.4499999999999995,0.0,0.7,B,A,ZN
4,4,1.5,1.4499999999999995,1.4499999999999995,0.0,0.7,B,A,ZN
8,4,1.5,1.4499999999999995,1.4600000000000004,0.010000000000000897,0.7,B,A,ZN
16,4,1.5,1.4499999999999995,1.5799999999999994,0.1299999999999999,0.7,B,A,ZN
32,4,1.5,1.4499999999999995,1.7187499999999998,0.26875000000000027,0.7,B,A,ZN
2,8,1.5,1.4499999999999995,1.4499999999999995,0.0,0.7,B,A,ZN
4,8,1.5,1.4499999999999995,1.4499999999999995,0.0,0.7,B,A,ZN
16,8,1.5,1.4499999999999995,1.5799999999999994,0.1299999999999999,0.7,B,A,ZN
8,1,0.0,0.0,0.0,0.0,1.0,B,A,ZN
128,1,0.0,0.0,2.5759999999999996,2.5759999999999996,1.0,B,A,ZN
16,1,0.0,0.0,0.5,0.5,1.0,B,A,ZN
32,1,0.0,0.0,0.8720000000000001,0.8720000000000001,1.0,B,A,ZN
64,1,0.0,0.0,1.3935294117647055,1.3935294117647055,1.0,B,A,ZN
96,1,0.0,0.0,1.6711764705882355,1.6711764705882355,1.0,B,A,ZN
2,2,0.0,0.0,0.0,0.0,1.0,B,A,ZN
4,2,0.0,0.0,0.0,0.0,1.0,B,A,ZN
8,2,0.0,0.0,0.0,0.0,1.0,B,A,ZN
16,2,0.0,0.0,0.5,0.5,1.0,B,A,ZN
32,2,0.0,0.0,0.8944999999999999,0.8944999999999999,1.0,B,A,ZN
64,2,0.0,0.0,1.4044444444444446,1.4044444444444446,1.0,B,A,ZN
2,4,0.0,0.0,0.0,0.0,1.0,B,A,ZN
4,4,0.0,0.0,0.0,0.0,1.0,B,A,ZN
8,4,0.0,0.0,0.0,0.0,1.0,B,A,ZN
16,4,0.0,0.0,0.5,0.5,1.0,B,A,ZN
32,4,0.0,0.0,0.9195000000000004,0.9195000000000004,1.0,B,A,ZN
2,8,0.0,0.0,0.0,0.0,1.0,B,A,ZN
4,8,0.0,0.0,0.0,0.0,1.0,B,A,ZN
16,8,0.0,0.0,0.5,0.5,1.0,B,A,ZN
8,1,0.5,0.49000000000000016,0.57,0.0799999999999998,1.0,B,A,ZN
128,1,0.5,0.49000000000000016,2.7719999999999994,2.281999999999999,1.0,B,A,ZN
16,1,0.5,0.49000000000000016,0.8100000000000004,0.32000000000000023,1.0,B,A,ZN
32,1,0.5,0.49000000000000016,1.1175000000000004,0.6275000000000002,1.0,B,A,ZN
64,1,0.5,0.49000000000000016,1.3864705882352937,0.8964705882352935,1.0,B,A,ZN
96,1,0.5,0.49000000000000016,1.634736842105263,1.1447368421052628,1.0,B,A,ZN
2,2,0.5,0.49000000000000016,0.52,0.02999999999999986,1.0,B,A,ZN
4,2,0.5,0.49000000000000016,0.5433333333333333,0.05333333333333318,1.0,B,A,ZN
8,2,0.5,0.49000000000000016,0.5766666666666665,0.08666666666666639,1.0,B,A,ZN
16,2,0.5,0.49000000000000016,0.83,0.3399999999999998,1.0,B,A,ZN
32,2,0.5,0.49000000000000016,1.1440000000000001,0.6539999999999999,1.0,B,A,ZN
64,2,0.5,0.49000000000000016,1.464,0.9739999999999998,1.0,B,A,ZN
2,4,0.5,0.49000000000000016,0.52,0.02999999999999986,1.0,B,A,ZN
4,4,0.5,0.49000000000000016,0.5433333333333333,0.05333333333333318,1.0,B,A,ZN
8,4,0.5,0.49000000000000016,0.58,0.0899999999999998,1.0,B,A,ZN
16,4,0.5,0.49000000000000016,0.84,0.3499999999999998,1.0,B,A,ZN
32,4,0.5,0.49000000000000016,1.1975000000000002,0.7075,1.0,B,A,ZN
2,8,0.5,0.49000000000000016,0.52,0.02999999999999986,1.0,B,A,ZN
4,8,0.5,0.49000000000000016,0.5433333333333333,0.05333333333333318,1.0,B,A,ZN
16,8,0.5,0.49000000000000016,0.8499999999999998,0.3599999999999996,1.0,B,A,ZN
8,1,1.0,0.7799999999999999,0.9065,0.12650000000000006,1.0,B,A,ZN
128,1,1.0,0.7799999999999999,2.7280000000000006,1.9480000000000008,1.0,B,A,ZN
16,1,1.0,0.7799999999999999,1.1299999999999994,0.34999999999999953,1.0,B,A,ZN
32,1,1.0,0.7799999999999999,1.2600000000000002,0.4800000000000003,1.0,B,A,ZN
64,1,1.0,0.7799999999999999,1.443888888888889,0.6638888888888891,1.0,B,A,ZN
96,1,1.0,0.7799999999999999,1.6458823529411764,0.8658823529411764,1.0,B,A,ZN
2,2,1.0,0.7799999999999999,0.8000000000000002,0.02000000000000024,1.0,B,A,ZN
4,2,1.0,0.7799999999999999,0.8200000000000002,0.04000000000000026,1.0,B,A,ZN
8,2,1.0,0.7799999999999999,0.9265000000000001,0.14650000000000019,1.0,B,A,ZN
16,2,1.0,0.7799999999999999,1.15,0.37,1.0,B,A,ZN
32,2,1.0,0.7799999999999999,1.28,0.5000000000000001,1.0,B,A,ZN
64,2,1.0,0.7799999999999999,1.4899999999999995,0.7099999999999996,1.0,B,A,ZN
2,4,1.0,0.7799999999999999,0.8000000000000002,0.02000000000000024,1.0,B,A,ZN
4,4,1.0,0.7799999999999999,0.83,0.050000000000000044,1.0,B,A,ZN
8,4,1.0,0.7799999999999999,0.9469999999999998,0.16699999999999993,1.0,B,A,ZN
16,4,1.0,0.7799999999999999,1.15,0.37,1.0,B,A,ZN
32,4,1.0,0.7799999999999999,1.31,0.5300000000000001,1.0,B,A,ZN
2,8,1.0,0.7799999999999999,0.8000000000000002,0.02000000000000024,1.0,B,A,ZN
4,8,1.0,0.7799999999999999,0.83,0.050000000000000044,1.0,B,A,ZN
16,8,1.0,0.7799999999999999,1.16,0.38,1.0,B,A,ZN
8,1,1.5,1.4499999999999995,1.5575,0.1075000000000006,1.0,B,A,ZN
128,1,1.5,1.4499999999999995,2.8811764705882346,1.431176470588235,1.0,B,A,ZN
16,1,1.5,1.4499999999999995,1.5799999999999994,0.1299999999999999,1.0,B,A,ZN
32,1,1.5,1.4499999999999995,1.6004999999999996,0.15050000000000008,1.0,B,A,ZN
64,1,1.5,1.4499999999999995,1.866,0.4160000000000006,1.0,B,A,ZN
96,1,1.5,1.4499999999999995,2.9823529411764698,1.5323529411764703,1.0,B,A,ZN
2,2,1.5,1.4499999999999995,1.4499999999999995,0.0,1.0,B,A,ZN
4,2,1.5,1.4499999999999995,1.4600000000000004,0.010000000000000897,1.0,B,A,ZN
8,2,1.5,1.4499999999999995,1.5575,0.1075000000000006,1.0,B,A,ZN
16,2,1.5,1.4499999999999995,1.57,0.12000000000000055,1.0,B,A,ZN
32,2,1.5,1.4499999999999995,1.6344999999999998,0.18450000000000033,1.0,B,A,ZN
64,2,1.5,1.4499999999999995,2.932,1.4820000000000004,1.0,B,A,ZN
2,4,1.5,1.4499999999999995,1.4499999999999995,0.0,1.0,B,A,ZN
4,4,1.5,1.4499999999999995,1.4600000000000004,0.010000000000000897,1.0,B,A,ZN
8,4,1.5,1.4499999999999995,1.5575,0.1075000000000006,1.0,B,A,ZN
16,4,1.5,1.4499999999999995,1.57,0.12000000000000055,1.0,B,A,ZN
32,4,1.5,1.4499999999999995,1.7082352941176475,0.258235294117648,1.0,B,A,ZN
2,8,1.5,1.4499999999999995,1.4499999999999995,0.0,1.0,B,A,ZN
4,8,1.5,1.4499999999999995,1.4600000000000004,0.010000000000000897,1.0,B,A,ZN
16,8,1.5,1.4499999999999995,1.57,0.12000000000000055,1.0,B,A,ZN
8,1,0.0,0.0,0.0,0.0,1.3,B,A,ZN
128,1,0.0,0.0,1.6558823529411764,1.6558823529411764,1.3,B,A,ZN
16,1,0.0,0.0,0.39999999999999997,0.39999999999999997,1.3,B,A,ZN
32,1,0.0,0.0,0.682,0.682,1.3,B,A,ZN
64,1,0.0,0.0,1.2259999999999995,1.2259999999999995,1.3,B,A,ZN
96,1,0.0,0.0,1.528125,1.528125,1.3,B,A,ZN
2,2,0.0,0.0,0.0,0.0,1.3,B,A,ZN
4,2,0.0,0.0,0.0,0.0,1.3,B,A,ZN
8,2,0.0,0.0,0.0,0.0,1.3,B,A,ZN
16,2,0.0,0.0,0.41,0.41,1.3,B,A,ZN
32,2,0.0,0.0,0.7166666666666666,0.7166666666666666,1.3,B,A,ZN
64,2,0.0,0.0,1.3365000000000002,1.3365000000000002,1.3,B,A,ZN
2,4,0.0,0.0,0.0,0.0,1.3,B,A,ZN
4,4,0.0,0.0,0.0,0.0,1.3,B,A,ZN
8,4,0.0,0.0,0.0,0.0,1.3,B,A,ZN
16,4,0.0,0.0,0.41,0.41,1.3,B,A,ZN
32,4,0.0,0.0,0.7266666666666666,0.7266666666666666,1.3,B,A,ZN
2,8,0.0,0.0,0.0,0.0,1.3,B,A,ZN
4,8,0.0,0.0,0.0,0.0,1.3,B,A,ZN
16,8,0.0,0.0,0.41,0.41,1.3,B,A,ZN
8,1,0.5,0.5933333333333333,0.8699999999999997,0.2766666666666664,1.3,B,A,ZN
128,1,0.5,0.5933333333333333,1.6985,1.1051666666666666,1.3,B,A,ZN
16,1,0.5,0.5933333333333333,0.9975000000000002,0.4041666666666669,1.3,B,A,ZN
32,1,0.5,0.5933333333333333,1.28,0.6866666666666668,1.3,B,A,ZN
64,1,0.5,0.5933333333333333,1.616666666666667,1.0233333333333337,1.3,B,A,ZN
96,1,0.5,0.5933333333333333,1.5652941176470587,0.9719607843137255,1.3,B,A,ZN
2,2,0.5,0.5933333333333333,0.7300000000000002,0.13666666666666694,1.3,B,A,ZN
4,2,0.5,0.5933333333333333,0.7799999999999999,0.18666666666666665,1.3,B,A,ZN
8,2,0.5,0.5933333333333333,0.8900000000000002,0.29666666666666697,1.3,B,A,ZN
16,2,0.5,0.5933333333333333,1.0199999999999998,0.4266666666666665,1.3,B,A,ZN
32,2,0.5,0.5933333333333333,1.3799999999999994,0.7866666666666662,1.3,B,A,ZN
64,2,0.5,0.5933333333333333,1.6160000000000003,1.022666666666667,1.3,B,A,ZN
2,4,0.5,0.5933333333333333,0.7300000000000002,0.13666666666666694,1.3,B,A,ZN
4,4,0.5,0.5933333333333333,0.7799999999999999,0.18666666666666665,1.3,B,A,ZN
8,4,0.5,0.5933333333333333,0.9000000000000002,0.306666666666667,1.3,B,A,ZN
16,4,0.5,0.5933333333333333,1.0500000000000003,0.456666666666667,1.3,B,A,ZN
32,4,0.5,0.5933333333333333,1.4400000000000002,0.8466666666666669,1.3,B,A,ZN
2,8,0.5,0.5933333333333333,0.7300000000000002,0.13666666666666694,1.3,B,A,ZN
4,8,0.5,0.5933333333333333,0.7899999999999998,0.19666666666666655,1.3,B,A,ZN
16,8,0.5,0.5933333333333333,1.07,0.4766666666666668,1.3,B,A,ZN
8,1,1.0,0.9800000000000003,1.32,0.33999999999999975,1.3,B,A,ZN
128,1,1.0,0.9800000000000003,1.8762499999999998,0.8962499999999994,1.3,B,A,ZN
16,1,1.0,0.9800000000000003,1.32,0.33999999999999975,1.3,B,A,ZN
32,1,1.0,0.9800000000000003,1.5399999999999996,0.5599999999999993,1.3,B,A,ZN
64,1,1.0,0.9800000000000003,1.7399999999999998,0.7599999999999995,1.3,B,A,ZN
96,1,1.0,0.9800000000000003,1.66,0.6799999999999996,1.3,B,A,ZN
2,2,1.0,0.9800000000000003,1.2699999999999998,0.2899999999999995,1.3,B,A,ZN
4,2,1.0,0.9800000000000003,1.3125,0.3324999999999997,1.3,B,A,ZN
8,2,1.0,0.9800000000000003,1.32,0.33999999999999975,1.3,B,A,ZN
16,2,1.0,0.9800000000000003,1.34,0.35999999999999976,1.3,B,A,ZN
32,2,1.0,0.9800000000000003,1.6400000000000003,0.66,1.3,B,A,ZN
64,2,1.0,0.9800000000000003,1.709,0.7289999999999998,1.3,B,A,ZN
2,4,1.0,0.9800000000000003,1.2699999999999998,0.2899999999999995,1.3,B,A,ZN
4,4,1.0,0.9800000000000003,1.335,0.35499999999999965,1.3,B,A,ZN
8,4,1.0,0.9800000000000003,1.32,0.33999999999999975,1.3,B,A,ZN
16,4,1.0,0.9800000000000003,1.3599999999999997,0.37999999999999934,1.3,B,A,ZN
32,4,1.0,0.9800000000000003,1.6700000000000006,0.6900000000000003,1.3,B,A,ZN
2,8,1.0,0.9800000000000003,1.2699999999999998,0.2899999999999995,1.3,B,A,ZN
4,8,1.0,0.9800000000000003,1.32625,0.3462499999999996,1.3,B,A,ZN
16,8,1.0,0.9800000000000003,1.3799999999999994,0.39999999999999913,1.3,B,A,ZN
8,1,1.5,1.5,1.5,0.0,1.3,B,A,ZN
128,1,1.5,1.5,2.691052631578948,1.1910526315789478,1.3,B,A,ZN
16,1,1.5,1.5,1.4899999999999993,-0.010000000000000675,1.3,B,A,ZN
32,1,1.5,1.5,1.6700000000000006,0.1700000000000006,1.3,B,A,ZN
64,1,1.5,1.5,1.7800000000000005,0.28000000000000047,1.3,B,A,ZN
96,1,1.5,1.5,1.8525000000000003,0.35250000000000026,1.3,B,A,ZN
2,2,1.5,1.5,1.5300000000000002,0.03000000000000025,1.3,B,A,ZN
4,2,1.5,1.5,1.5100000000000005,0.010000000000000453,1.3,B,A,ZN
8,2,1.5,1.5,1.5,0.0,1.3,B,A,ZN
16,2,1.5,1.5,1.5100000000000005,0.010000000000000453,1.3,B,A,ZN
32,2,1.5,1.5,1.73,0.22999999999999998,1.3,B,A,ZN
64,2,1.5,1.5,1.8962499999999998,0.39624999999999977,1.3,B,A,ZN
2,4,1.5,1.5,1.5199999999999998,0.019999999999999796,1.3,B,A,ZN
4,4,1.5,1.5,1.5100000000000005,0.010000000000000453,1.3,B,A,ZN
8,4,1.5,1.5,1.5,0.0,1.3,B,A,ZN
16,4,1.5,1.5,1.5300000000000002,0.03000000000000025,1.3,B,A,ZN
32,4,1.5,1.5,1.7600000000000007,0.2600000000000007,1.3,B,A,ZN
2,8,1.5,1.5,1.5199999999999998,0.019999999999999796,1.3,B,A,ZN
4,8,1.5,1.5,1.5100000000000005,0.010000000000000453,1.3,B,A,ZN
16,8,1.5,1.5,1.5500000000000005,0.05000000000000049,1.3,B,A,ZN
8,1,0.0,0.0,0.8800000000000003,0.8800000000000003,0.7,B,A,ZF
128,1,0.0,0.0,2.512,2.512,0.7,B,A,ZF
16,1,0.0,0.0,1.3344999999999998,1.3344999999999998,0.7,B,A,ZF
32,1,0.0,0.0,1.701,1.701,0.7,B,A,ZF
64,1,0.0,0.0,2.5645,2.5645,0.7,B,A,ZF
96,1,0.0,0.0,2.609375,2.609375,0.7,B,A,ZF
2,2,0.0,0.0,0.37999999999999995,0.37999999999999995,0.7,B,A,ZF
4,2,0.0,0.0,0.5,0.5,0.7,B,A,ZF
8,2,0.0,0.0,0.92,0.92,0.7,B,A,ZF
16,2,0.0,0.0,1.3829411764705881,1.3829411764705881,0.7,B,A,ZF
32,2,0.0,0.0,2.058125,2.058125,0.7,B,A,ZF
64,2,0.0,0.0,2.8104999999999998,2.8104999999999998,0.7,B,A,ZF
2,4,0.0,0.0,0.38999999999999996,0.38999999999999996,0.7,B,A,ZF
4,4,0.0,0.0,0.5033333333333333,0.5033333333333333,0.7,B,A,ZF
8,4,0.0,0.0,0.9715000000000001,0.9715000000000001,0.7,B,A,ZF
16,4,0.0,0.0,1.3518750000000002,1.3518750000000002,0.7,B,A,ZF
32,4,0.0,0.0,2.1000000000000005,2.1000000000000005,0.7,B,A,ZF
2,8,0.0,0.0,0.38999999999999996,0.38999999999999996,0.7,B,A,ZF
4,8,0.0,0.0,0.5066666666666668,0.5066666666666668,0.7,B,A,ZF
16,8,0.0,0.0,1.6018750000000002,1.6018750000000002,0.7,B,A,ZF
8,1,0.5,0.4699999999999998,1.1099999999999999,0.6400000000000001,0.7,B,A,ZF
128,1,0.5,0.4699999999999998,2.5089999999999995,2.0389999999999997,0.7,B,A,ZF
16,1,0.5,0.4699999999999998,1.3756250000000003,0.9056250000000006,0.7,B,A,ZF
32,1,0.5,0.4699999999999998,1.7100000000000006,1.2400000000000009,0.7,B,A,ZF
64,1,0.5,0.4699999999999998,2.5445,2.0745000000000005,0.7,B,A,ZF
96,1,0.5,0.4699999999999998,2.4037499999999996,1.9337499999999999,0.7,B,A,ZF
2,2,0.5,0.4699999999999998,0.5499999999999999,0.08000000000000013,0.7,B,A,ZF
4,2,0.5,0.4699999999999998,1.09,0.6200000000000003,0.7,B,A,ZF
8,2,0.5,0.4699999999999998,1.1200000000000006,0.6500000000000008,0.7,B,A,ZF
16,2,0.5,0.4699999999999998,1.441875,0.9718750000000003,0.7,B,A,ZF
32,2,0.5,0.4699999999999998,2.1176470588235294,1.6476470588235297,0.7,B,A,ZF
64,2,0.5,0.4699999999999998,2.7910000000000004,2.3210000000000006,0.7,B,A,ZF
2,4,0.5,0.4699999999999998,0.5700000000000001,0.10000000000000026,0.7,B,A,ZF
4,4,0.5,0.4699999999999998,1.09,0.6200000000000003,0.7,B,A,ZF
8,4,0.5,0.4699999999999998,1.1299999999999994,0.6599999999999997,0.7,B,A,ZF
16,4,0.5,0.4699999999999998,1.411875,0.9418750000000002,0.7,B,A,ZF
32,4,0.5,0.4699999999999998,2.1693750000000005,1.6993750000000007,0.7,B,A,ZF
2,8,0.5,0.4699999999999998,0.5999999999999999,0.13000000000000006,0.7,B,A,ZF
4,8,0.5,0.4699999999999998,1.09,0.6200000000000003,0.7,B,A,ZF
16,8,0.5,0.4699999999999998,1.56375,1.0937500000000002,0.7,B,A,ZF
8,1,1.0,1.09,1.1400000000000001,0.050000000000000044,0.7,B,A,ZF
128,1,1.0,1.09,2.5315000000000003,1.4415000000000002,0.7,B,A,ZF
16,1,1.0,1.09,1.3856249999999997,0.2956249999999996,0.7,B,A,ZF
32,1,1.0,1.09,1.6900000000000004,0.6000000000000003,0.7,B,A,ZF
64,1,1.0,1.09,2.6135000000000006,1.5235000000000005,0.7,B,A,ZF
96,1,1.0,1.09,2.3962499999999993,1.3062499999999992,0.7,B,A,ZF
2,2,1.0,1.09,1.1,0.010000000000000009,0.7,B,A,ZF
4,2,1.0,1.09,1.1,0.010000000000000009,0.7,B,A,ZF
8,2,1.0,1.09,1.15,0.05999999999999983,0.7,B,A,ZF
16,2,1.0,1.09,1.4466666666666665,0.35666666666666647,0.7,B,A,ZF
32,2,1.0,1.09,2.088,0.998,0.7,B,A,ZF
64,2,1.0,1.09,2.82,1.7299999999999998,0.7,B,A,ZF
2,4,1.0,1.09,1.1,0.010000000000000009,0.7,B,A,ZF
4,4,1.0,1.09,1.1099999999999999,0.019999999999999796,0.7,B,A,ZF
8,4,1.0,1.09,1.15,0.05999999999999983,0.7,B,A,ZF
16,4,1.0,1.09,1.421875,0.3318749999999999,0.7,B,A,ZF
32,4,1.0,1.09,2.1393750000000002,1.0493750000000002,0.7,B,A,ZF
2,8,1.0,1.09,1.1,0.010000000000000009,0.7,B,A,ZF
4,8,1.0,1.09,1.1099999999999999,0.019999999999999796,0.7,B,A,ZF
16,8,1.0,1.09,1.5537500000000004,0.46375000000000033,0.7,B,A,ZF
8,1,1.5,1.4499999999999995,1.5599999999999996,0.1100000000000001,0.7,B,A,ZF
128,1,1.5,1.4499999999999995,2.775294117647059,1.3252941176470594,0.7,B,A,ZF
16,1,1.5,1.4499999999999995,1.67875,0.22875000000000045,0.7,B,A,ZF
32,1,1.5,1.4499999999999995,1.7600000000000007,0.31000000000000116,0.7,B,A,ZF
64,1,1.5,1.4499999999999995,2.69,1.2400000000000004,0.7,B,A,ZF
96,1,1.5,1.4499999999999995,2.5564999999999998,1.1065000000000003,0.7,B,A,ZF
2,2,1.5,1.4499999999999995,1.4600000000000004,0.010000000000000897,0.7,B,A,ZF
4,2,1.5,1.4499999999999995,1.5240000000000005,0.07400000000000095,0.7,B,A,ZF
8,2,1.5,1.4499999999999995,1.6499999999999995,0.19999999999999996,0.7,B,A,ZF
16,2,1.5,1.4499999999999995,2.56,1.1100000000000005,0.7,B,A,ZF
32,2,1.5,1.4499999999999995,2.079999999999999,0.6299999999999997,0.7,B,A,ZF
64,2,1.5,1.4499999999999995,2.8884210526315783,1.4384210526315788,0.7,B,A,ZF
2,4,1.5,1.4499999999999995,1.4600000000000004,0.010000000000000897,0.7,B,A,ZF
4,4,1.5,1.4499999999999995,1.5240000000000005,0.07400000000000095,0.7,B,A,ZF
8,4,1.5,1.4499999999999995,1.66,0.2100000000000004,0.7,B,A,ZF
16,4,1.5,1.4499999999999995,2.770000000000001,1.3200000000000014,0.7,B,A,ZF
32,4,1.5,1.4499999999999995,2.1600000000000006,0.7100000000000011,0.7,B,A,ZF
2,8,1.5,1.4499999999999995,1.4600000000000004,0.010000000000000897,0.7,B,A,ZF
4,8,1.5,1.4499999999999995,1.5575,0.1075000000000006,0.7,B,A,ZF
16,8,1.5,1.4499999999999995,2.82,1.3700000000000003,0.7,B,A,ZF
8,1,0.0,0.0,0.5342857142857141,0.5342857142857141,1.0,B,A,ZF
128,1,0.0,0.0,2.2187499999999996,2.2187499999999996,1.0,B,A,ZF
16,1,0.0,0.0,1.0424999999999998,1.0424999999999998,1.0,B,A,ZF
32,1,0.0,0.0,1.4970000000000003,1.4970000000000003,1.0,B,A,ZF
64,1,0.0,0.0,1.8554999999999993,1.8554999999999993,1.0,B,A,ZF
96,1,0.0,0.0,2.0769999999999995,2.0769999999999995,1.0,B,A,ZF
2,2,0.0,0.0,0.0,0.0,1.0,B,A,ZF
4,2,0.0,0.0,0.37999999999999995,0.37999999999999995,1.0,B,A,ZF
8,2,0.0,0.0,0.55,0.55,1.0,B,A,ZF
16,2,0.0,0.0,1.07,1.07,1.0,B,A,ZF
32,2,0.0,0.0,1.5114999999999998,1.5114999999999998,1.0,B,A,ZF
64,2,0.0,0.0,1.9699999999999995,1.9699999999999995,1.0,B,A,ZF
2,4,0.0,0.0,0.0,0.0,1.0,B,A,ZF
4,4,0.0,0.0,0.37999999999999995,0.37999999999999995,1.0,B,A,ZF
8,4,0.0,0.0,0.5542857142857144,0.5542857142857144,1.0,B,A,ZF
16,4,0.0,0.0,1.09,1.09,1.0,B,A,ZF
32,4,0.0,0.0,1.5119999999999998,1.5119999999999998,1.0,B,A,ZF
2,8,0.0,0.0,0.0,0.0,1.0,B,A,ZF
4,8,0.0,0.0,0.37999999999999995,0.37999999999999995,1.0,B,A,ZF
16,8,0.0,0.0,1.1200000000000006,1.1200000000000006,1.0,B,A,ZF
8,1,0.5,0.49000000000000016,0.9724999999999998,0.48249999999999965,1.0,B,A,ZF
128,1,0.5,0.49000000000000016,2.2474999999999996,1.7574999999999994,1.0,B,A,ZF
16,1,0.5,0.49000000000000016,1.2699999999999998,0.7799999999999996,1.0,B,A,ZF
32,1,0.5,0.49000000000000016,1.5310000000000001,1.041,1.0,B,A,ZF
64,1,0.5,0.49000000000000016,1.8099999999999996,1.3199999999999994,1.0,B,A,ZF
96,1,0.5,0.49000000000000016,2.8995,2.4095,1.0,B,A,ZF
2,2,0.5,0.49000000000000016,0.5433333333333333,0.05333333333333318,1.0,B,A,ZF
